#TYPE AwsService
"ServiceShortName","ServiceName","Actions","ARNFormat","ARNRegex","conditionKeys","HasResource","DocLink"
"resource-explorer-2","AWS Resource Explorer","[""AssociateDefaultView"",""BatchGetView"",""CreateIndex"",""CreateView"",""DeleteIndex"",""DeleteView"",""DisassociateDefaultView"",""GetDefaultView"",""GetIndex"",""GetView"",""ListIndexes"",""ListSupportedResourceTypes"",""ListTagsForResource"",""ListViews"",""Search"",""TagResource"",""UntagResource"",""UpdateIndexType"",""UpdateView""]","arn:aws:resource-explorer-2:${Region}:${Account}:${ResourceType}/${ResourceIdentifier}","^arn:aws:resource-explorer-2:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsresourceexplorer.html"
"resource-groups","AWS Resource Groups","[""CreateGroup"",""DeleteGroup"",""GetAccountSettings"",""GetGroup"",""GetGroupConfiguration"",""GetGroupQuery"",""GetTags"",""GroupResources"",""ListGroupResources"",""ListGroups"",""PutGroupConfiguration"",""PutGroupPolicy"",""SearchResources"",""Tag"",""UngroupResources"",""Untag"",""UpdateAccountSettings"",""UpdateGroup"",""UpdateGroupQuery""]","arn:aws:resource-groups:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:resource-groups:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsresourcegroups.html"
"robomaker","AWS RoboMaker","[""BatchDeleteWorlds"",""BatchDescribeSimulationJob"",""CancelDeploymentJob"",""CancelSimulationJob"",""CancelSimulationJobBatch"",""CancelWorldExportJob"",""CancelWorldGenerationJob"",""CreateDeploymentJob"",""CreateFleet"",""CreateRobot"",""CreateRobotApplication"",""CreateRobotApplicationVersion"",""CreateSimulationApplication"",""CreateSimulationApplicationVersion"",""CreateSimulationJob"",""CreateWorldExportJob"",""CreateWorldGenerationJob"",""CreateWorldTemplate"",""DeleteFleet"",""DeleteRobot"",""DeleteRobotApplication"",""DeleteSimulationApplication"",""DeleteWorldTemplate"",""DeregisterRobot"",""DescribeDeploymentJob"",""DescribeFleet"",""DescribeRobot"",""DescribeRobotApplication"",""DescribeSimulationApplication"",""DescribeSimulationJob"",""DescribeSimulationJobBatch"",""DescribeWorld"",""DescribeWorldExportJob"",""DescribeWorldGenerationJob"",""DescribeWorldTemplate"",""GetWorldTemplateBody"",""ListDeploymentJobs"",""ListFleets"",""ListRobotApplications"",""ListRobots"",""ListSimulationApplications"",""ListSimulationJobBatches"",""ListSimulationJobs"",""ListSupportedAvailabilityZones"",""ListTagsForResource"",""ListWorldExportJobs"",""ListWorldGenerationJobs"",""ListWorldTemplates"",""ListWorlds"",""RegisterRobot"",""RestartSimulationJob"",""StartSimulationJobBatch"",""SyncDeploymentJob"",""TagResource"",""UntagResource"",""UpdateRobotApplication"",""UpdateRobotDeployment"",""UpdateSimulationApplication"",""UpdateWorldTemplate""]","arn:aws:robomaker:${Region}:${AccountId}:${ResourceType}/${ResourceName}","^arn:aws:robomaker:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsrobomaker.html"
"savingsplans","AWS Savings Plans","[""CreateSavingsPlan"",""DeleteQueuedSavingsPlan"",""DescribeSavingsPlanRates"",""DescribeSavingsPlans"",""DescribeSavingsPlansOfferingRates"",""DescribeSavingsPlansOfferings"",""ListTagsForResource"",""TagResource"",""UntagResource""]","arn:aws:savingsplans::${Account}:${ResourceType}/${ResourcePath}","^arn:aws:savingsplans:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssavingsplans.html"
"secretsmanager","AWS Secrets Manager","[""CancelRotateSecret"",""CreateSecret"",""DeleteResourcePolicy"",""DeleteSecret"",""DescribeSecret"",""GetRandomPassword"",""GetResourcePolicy"",""GetSecretValue"",""ListSecretVersionIds"",""ListSecrets"",""PutResourcePolicy"",""PutSecretValue"",""RemoveRegionsFromReplication"",""ReplicateSecretToRegions"",""RestoreSecret"",""RotateSecret"",""StopReplicationToReplica"",""TagResource"",""UntagResource"",""UpdateSecret"",""UpdateSecretVersionStage"",""ValidateResourcePolicy""]","arn:aws:secretsmanager:${Region}:${Account}:secret:${SecretId}","^arn:aws:secretsmanager:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""secretsmanager:AddReplicaRegions"",""secretsmanager:BlockPublicPolicy"",""secretsmanager:Description"",""secretsmanager:ForceDeleteWithoutRecovery"",""secretsmanager:ForceOverwriteReplicaSecret"",""secretsmanager:KmsKeyId"",""secretsmanager:ModifyRotationRules"",""secretsmanager:Name"",""secretsmanager:RecoveryWindowInDays"",""secretsmanager:ResourceTag/tag-key"",""secretsmanager:RotateImmediately"",""secretsmanager:RotationLambdaARN"",""secretsmanager:SecretId"",""secretsmanager:SecretPrimaryRegion"",""secretsmanager:VersionId"",""secretsmanager:VersionStage"",""secretsmanager:resource/AllowRotationLambdaArn""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssecretsmanager.html"
"securityhub","AWS Security Hub","[""AcceptAdministratorInvitation"",""AcceptInvitation"",""BatchDisableStandards"",""BatchEnableStandards"",""BatchGetSecurityControls"",""BatchGetStandardsControlAssociations"",""BatchImportFindings"",""BatchUpdateFindings"",""BatchUpdateStandardsControlAssociations"",""CreateActionTarget"",""CreateFindingAggregator"",""CreateInsight"",""CreateMembers"",""DeclineInvitations"",""DeleteActionTarget"",""DeleteFindingAggregator"",""DeleteInsight"",""DeleteInvitations"",""DeleteMembers"",""DescribeActionTargets"",""DescribeHub"",""DescribeOrganizationConfiguration"",""DescribeProducts"",""DescribeStandards"",""DescribeStandardsControls"",""DisableImportFindingsForProduct"",""DisableOrganizationAdminAccount"",""DisableSecurityHub"",""DisassociateFromAdministratorAccount"",""DisassociateFromMasterAccount"",""DisassociateMembers"",""EnableImportFindingsForProduct"",""EnableOrganizationAdminAccount"",""EnableSecurityHub"",""GetAdhocInsightResults"",""GetAdministratorAccount"",""GetControlFindingSummary"",""GetEnabledStandards"",""GetFindingAggregator"",""GetFindings"",""GetFreeTrialEndDate"",""GetFreeTrialUsage"",""GetInsightFindingTrend"",""GetInsightResults"",""GetInsights"",""GetInvitationsCount"",""GetMasterAccount"",""GetMembers"",""GetUsage"",""InviteMembers"",""ListControlEvaluationSummaries"",""ListEnabledProductsForImport"",""ListFindingAggregators"",""ListInvitations"",""ListMembers"",""ListOrganizationAdminAccounts"",""ListSecurityControlDefinitions"",""ListStandardsControlAssociations"",""ListTagsForResource"",""SendFindingEvents"",""SendInsightEvents"",""TagResource"",""UntagResource"",""UpdateActionTarget"",""UpdateFindingAggregator"",""UpdateFindings"",""UpdateInsight"",""UpdateOrganizationConfiguration"",""UpdateSecurityHubConfiguration"",""UpdateStandardsControl""]","arn:aws:securityhub:${Region}:${Account}:.+","^arn:aws:securityhub:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""securityhub:ASFFSyntaxPath/${ASFFSyntaxPath}"",""securityhub:TargetAccount""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssecurityhub.html"
"sts","AWS Security Token Service","[""AssumeRole"",""AssumeRoleWithSAML"",""AssumeRoleWithWebIdentity"",""DecodeAuthorizationMessage"",""GetAccessKeyInfo"",""GetCallerIdentity"",""GetFederationToken"",""GetServiceBearerToken"",""GetSessionToken"",""SetSourceIdentity"",""TagSession""]","arn:aws:iam::${Account}:${RelativeId}","^arn:aws:iam::.+","[""accounts.google.com:aud"",""accounts.google.com:oaud"",""accounts.google.com:sub"",""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""cognito-identity.amazonaws.com:amr"",""cognito-identity.amazonaws.com:aud"",""cognito-identity.amazonaws.com:sub"",""graph.facebook.com:app_id"",""graph.facebook.com:id"",""iam:ResourceTag/${TagKey}"",""saml:aud"",""saml:cn"",""saml:commonName"",""saml:doc"",""saml:eduorghomepageuri"",""saml:eduorgidentityauthnpolicyuri"",""saml:eduorglegalname"",""saml:eduorgsuperioruri"",""saml:eduorgwhitepagesuri"",""saml:edupersonaffiliation"",""saml:edupersonassurance"",""saml:edupersonentitlement"",""saml:edupersonnickname"",""saml:edupersonorgdn"",""saml:edupersonorgunitdn"",""saml:edupersonprimaryaffiliation"",""saml:edupersonprimaryorgunitdn"",""saml:edupersonprincipalname"",""saml:edupersonscopedaffiliation"",""saml:edupersontargetedid"",""saml:givenName"",""saml:iss"",""saml:mail"",""saml:name"",""saml:namequalifier"",""saml:organizationStatus"",""saml:primaryGroupSID"",""saml:sub"",""saml:sub_type"",""saml:surname"",""saml:uid"",""saml:x500UniqueIdentifier"",""sts:AWSServiceName"",""sts:ExternalId"",""sts:RoleSessionName"",""sts:SourceIdentity"",""sts:TransitiveTagKeys"",""www.amazon.com:app_id"",""www.amazon.com:user_id""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssecuritytokenservice.html"
"sms","AWS Server Migration Service","[""CreateApp"",""CreateReplicationJob"",""DeleteApp"",""DeleteAppLaunchConfiguration"",""DeleteAppReplicationConfiguration"",""DeleteAppValidationConfiguration"",""DeleteReplicationJob"",""DeleteServerCatalog"",""DisassociateConnector"",""GenerateChangeSet"",""GenerateTemplate"",""GetApp"",""GetAppLaunchConfiguration"",""GetAppReplicationConfiguration"",""GetAppValidationConfiguration"",""GetAppValidationOutput"",""GetConnectors"",""GetMessages"",""GetReplicationJobs"",""GetReplicationRuns"",""GetServers"",""ImportAppCatalog"",""ImportServerCatalog"",""LaunchApp"",""ListApps"",""NotifyAppValidationOutput"",""PutAppLaunchConfiguration"",""PutAppReplicationConfiguration"",""PutAppValidationConfiguration"",""SendMessage"",""StartAppReplication"",""StartOnDemandAppReplication"",""StartOnDemandReplicationRun"",""StopAppReplication"",""TerminateApp"",""UpdateApp"",""UpdateReplicationJob""]","arn:aws:<serviceName>:<region>:<account-id>:<resource-type>/<resource_name>","^arn:aws:<serviceName>:.+:.+:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsservermigrationservice.html"
"serverlessrepo","AWS Serverless Application Repository","[""CreateApplication"",""CreateApplicationVersion"",""CreateCloudFormationChangeSet"",""CreateCloudFormationTemplate"",""DeleteApplication"",""GetApplication"",""GetApplicationPolicy"",""GetCloudFormationTemplate"",""ListApplicationDependencies"",""ListApplicationVersions"",""ListApplications"",""PutApplicationPolicy"",""SearchApplications"",""UnshareApplication"",""UpdateApplication""]","arn:aws:serverlessrepo:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:serverlessrepo:.+:.+:.+","""serverlessrepo:applicationType""","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsserverlessapplicationrepository.html"
"servicecatalog","AWS Service Catalog","[""AcceptPortfolioShare"",""AssociateAttributeGroup"",""AssociateBudgetWithResource"",""AssociatePrincipalWithPortfolio"",""AssociateProductWithPortfolio"",""AssociateResource"",""AssociateServiceActionWithProvisioningArtifact"",""AssociateTagOptionWithResource"",""BatchAssociateServiceActionWithProvisioningArtifact"",""BatchDisassociateServiceActionFromProvisioningArtifact"",""CopyProduct"",""CreateApplication"",""CreateAttributeGroup"",""CreateConstraint"",""CreatePortfolio"",""CreatePortfolioShare"",""CreateProduct"",""CreateProvisionedProductPlan"",""CreateProvisioningArtifact"",""CreateServiceAction"",""CreateTagOption"",""DeleteApplication"",""DeleteAttributeGroup"",""DeleteConstraint"",""DeletePortfolio"",""DeletePortfolioShare"",""DeleteProduct"",""DeleteProvisionedProductPlan"",""DeleteProvisioningArtifact"",""DeleteServiceAction"",""DeleteTagOption"",""DescribeConstraint"",""DescribeCopyProductStatus"",""DescribePortfolio"",""DescribePortfolioShareStatus"",""DescribePortfolioShares"",""DescribeProduct"",""DescribeProductAsAdmin"",""DescribeProductView"",""DescribeProvisionedProduct"",""DescribeProvisionedProductPlan"",""DescribeProvisioningArtifact"",""DescribeProvisioningParameters"",""DescribeRecord"",""DescribeServiceAction"",""DescribeServiceActionExecutionParameters"",""DescribeTagOption"",""DisableAWSOrganizationsAccess"",""DisassociateAttributeGroup"",""DisassociateBudgetFromResource"",""DisassociatePrincipalFromPortfolio"",""DisassociateProductFromPortfolio"",""DisassociateResource"",""DisassociateServiceActionFromProvisioningArtifact"",""DisassociateTagOptionFromResource"",""EnableAWSOrganizationsAccess"",""ExecuteProvisionedProductPlan"",""ExecuteProvisionedProductServiceAction"",""GetAWSOrganizationsAccessStatus"",""GetApplication"",""GetAssociatedResource"",""GetAttributeGroup"",""GetConfiguration"",""GetProvisionedProductOutputs"",""ImportAsProvisionedProduct"",""ListAcceptedPortfolioShares"",""ListApplications"",""ListAssociatedAttributeGroups"",""ListAssociatedResources"",""ListAttributeGroups"",""ListAttributeGroupsForApplication"",""ListBudgetsForResource"",""ListConstraintsForPortfolio"",""ListLaunchPaths"",""ListOrganizationPortfolioAccess"",""ListPortfolioAccess"",""ListPortfolios"",""ListPortfoliosForProduct"",""ListPrincipalsForPortfolio"",""ListProvisionedProductPlans"",""ListProvisioningArtifacts"",""ListProvisioningArtifactsForServiceAction"",""ListRecordHistory"",""ListResourcesForTagOption"",""ListServiceActions"",""ListServiceActionsForProvisioningArtifact"",""ListStackInstancesForProvisionedProduct"",""ListTagOptions"",""ListTagsForResource"",""ProvisionProduct"",""PutConfiguration"",""RejectPortfolioShare"",""ScanProvisionedProducts"",""SearchProducts"",""SearchProductsAsAdmin"",""SearchProvisionedProducts"",""SyncResource"",""TagResource"",""TerminateProvisionedProduct"",""UntagResource"",""UpdateApplication"",""UpdateAttributeGroup"",""UpdateConstraint"",""UpdatePortfolio"",""UpdatePortfolioShare"",""UpdateProduct"",""UpdateProvisionedProduct"",""UpdateProvisionedProductProperties"",""UpdateProvisioningArtifact"",""UpdateServiceAction"",""UpdateTagOption""]","arn:aws:(catalog|servicecatalog):${Region}:${Account}:${ResourceType}/${Id}","^arn:aws:(catalog|servicecatalog):.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""servicecatalog:Resource"",""servicecatalog:ResourceType"",""servicecatalog:accountLevel"",""servicecatalog:roleLevel"",""servicecatalog:userLevel""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsservicecatalog.html"
"private-networks","AWS service providing managed private networks","[""AcknowledgeOrderReceipt"",""ActivateDeviceIdentifier"",""ActivateNetworkSite"",""ConfigureAccessPoint"",""CreateNetwork"",""CreateNetworkSite"",""DeactivateDeviceIdentifier"",""DeleteNetwork"",""DeleteNetworkSite"",""GetDeviceIdentifier"",""GetNetwork"",""GetNetworkResource"",""GetNetworkSite"",""GetOrder"",""ListDeviceIdentifiers"",""ListNetworkResources"",""ListNetworkSites"",""ListNetworks"",""ListOrders"",""ListTagsForResource"",""Ping"",""TagResource"",""UntagResource"",""UpdateNetworkSite"",""UpdateNetworkSitePlan""]","arn:aws:private-networks:${Region}:${Account}:${RelativeId}","^arn:aws:private-networks:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsserviceprovidingmanagedprivatenetworks.html"
"shield","AWS Shield","[""AssociateDRTLogBucket"",""AssociateDRTRole"",""AssociateHealthCheck"",""AssociateProactiveEngagementDetails"",""CreateProtection"",""CreateProtectionGroup"",""CreateSubscription"",""DeleteProtection"",""DeleteProtectionGroup"",""DeleteSubscription"",""DescribeAttack"",""DescribeAttackStatistics"",""DescribeDRTAccess"",""DescribeEmergencyContactSettings"",""DescribeProtection"",""DescribeProtectionGroup"",""DescribeSubscription"",""DisableApplicationLayerAutomaticResponse"",""DisableProactiveEngagement"",""DisassociateDRTLogBucket"",""DisassociateDRTRole"",""DisassociateHealthCheck"",""EnableApplicationLayerAutomaticResponse"",""EnableProactiveEngagement"",""GetSubscriptionState"",""ListAttacks"",""ListProtectionGroups"",""ListProtections"",""ListResourcesInProtectionGroup"",""ListTagsForResource"",""TagResource"",""UntagResource"",""UpdateApplicationLayerAutomaticResponse"",""UpdateEmergencyContactSettings"",""UpdateProtectionGroup"",""UpdateSubscription""]","arn:aws:shield::${Account}:${Resource}/${ResourceId}","^arn:aws:shield::[0-9]+:.+/.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsshield.html"
"signer","AWS Signer","[""AddProfilePermission"",""CancelSigningProfile"",""DescribeSigningJob"",""GetSigningPlatform"",""GetSigningProfile"",""ListProfilePermissions"",""ListSigningJobs"",""ListSigningPlatforms"",""ListSigningProfiles"",""ListTagsForResource"",""PutSigningProfile"",""RemoveProfilePermission"",""RevokeSignature"",""RevokeSigningProfile"",""StartSigningJob"",""TagResource"",""UntagResource""]","arn:aws:signer:${Region}:${Account}:/${ResourceType}/${ResourceIdentifier}","^arn:aws:signer:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys"",""signer:ProfileVersion""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssigner.html"
"simspaceweaver","AWS SimSpace Weaver","[""DeleteApp"",""DeleteSimulation"",""DescribeApp"",""DescribeSimulation"",""ListApps"",""ListSimulations"",""ListTagsForResource"",""StartApp"",""StartClock"",""StartSimulation"",""StopApp"",""StopClock"",""StopSimulation"",""TagResource"",""UntagResource""]","arn:aws:simspaceweaver:${Region}:${Account}:${ResourceType}/${ResourceId}","^arn:aws:simspaceweaver:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssimspaceweaver.html"
"snow-device-management","AWS Snow Device Management","[""CancelTask"",""CreateTask"",""DescribeDevice"",""DescribeDeviceEc2Instances"",""DescribeExecution"",""DescribeTask"",""ListDeviceResources"",""ListDevices"",""ListExecutions"",""ListTagsForResource"",""ListTasks"",""TagResource"",""UntagResource""]","arn:aws:snow-device-management:<region>:<account-id>:<resource-type>/<resource_name>","^arn:aws:snow-device-management:.+:.+:.+/.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssnowdevicemanagement.html"
"snowball","AWS Snowball","[""CancelCluster"",""CancelJob"",""CreateAddress"",""CreateCluster"",""CreateJob"",""CreateLongTermPricing"",""CreateReturnShippingLabel"",""DescribeAddress"",""DescribeAddresses"",""DescribeCluster"",""DescribeJob"",""DescribeReturnShippingLabel"",""GetJobManifest"",""GetJobUnlockCode"",""GetSnowballUsage"",""GetSoftwareUpdates"",""ListClusterJobs"",""ListClusters"",""ListCompatibleImages"",""ListJobs"",""ListLongTermPricing"",""ListServiceVersions"",""UpdateCluster"",""UpdateJob"",""UpdateJobShipmentState"",""UpdateLongTermPricing""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssnowball.html"
"sqlworkbench","AWS SQL Workbench","[""AssociateConnectionWithChart"",""AssociateConnectionWithTab"",""AssociateNotebookWithTab"",""AssociateQueryWithTab"",""BatchDeleteFolder"",""BatchGetNotebookCell"",""CreateAccount"",""CreateChart"",""CreateConnection"",""CreateFolder"",""CreateNotebook"",""CreateNotebookCell"",""CreateNotebookFromVersion"",""CreateNotebookVersion"",""CreateSavedQuery"",""DeleteChart"",""DeleteConnection"",""DeleteNotebook"",""DeleteNotebookCell"",""DeleteNotebookVersion"",""DeleteSavedQuery"",""DeleteTab"",""DriverExecute"",""DuplicateNotebook"",""ExportNotebook"",""GenerateSession"",""GetAccountInfo"",""GetAccountSettings"",""GetChart"",""GetConnection"",""GetNotebook"",""GetNotebookVersion"",""GetQueryExecutionHistory"",""GetSavedQuery"",""GetUserInfo"",""GetUserWorkspaceSettings"",""ImportNotebook"",""ListConnections"",""ListDatabases"",""ListFiles"",""ListNotebookVersions"",""ListNotebooks"",""ListQueryExecutionHistory"",""ListRedshiftClusters"",""ListSampleDatabases"",""ListSavedQueryVersions"",""ListTabs"",""ListTaggedResources"",""ListTagsForResource"",""PutTab"",""PutUserWorkspaceSettings"",""RestoreNotebookVersion"",""TagResource"",""UntagResource"",""UpdateAccountConnectionSettings"",""UpdateAccountExportSettings"",""UpdateAccountGeneralSettings"",""UpdateChart"",""UpdateConnection"",""UpdateFileFolder"",""UpdateFolder"",""UpdateNotebook"",""UpdateNotebookCellContent"",""UpdateNotebookCellLayout"",""UpdateSavedQuery""]","arn:aws:sqlworkbench:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:sqlworkbench:.+:.+:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssqlworkbench.html"
"states","AWS Step Functions","[""CreateActivity"",""CreateStateMachine"",""DeleteActivity"",""DeleteStateMachine"",""DescribeActivity"",""DescribeExecution"",""DescribeMapRun"",""DescribeStateMachine"",""DescribeStateMachineForExecution"",""GetActivityTask"",""GetExecutionHistory"",""ListActivities"",""ListExecutions"",""ListMapRuns"",""ListStateMachines"",""ListTagsForResource"",""SendTaskFailure"",""SendTaskHeartbeat"",""SendTaskSuccess"",""StartExecution"",""StartSyncExecution"",""StopExecution"",""TagResource"",""UntagResource"",""UpdateMapRun"",""UpdateStateMachine""]","arn:aws:states:${Region}:${Account}:${ResourceType}:${ResourceName}","^arn:aws:states:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsstepfunctions.html"
"storagegateway","AWS Storage Gateway","[""ActivateGateway"",""AddCache"",""AddTagsToResource"",""AddUploadBuffer"",""AddWorkingStorage"",""AssignTapePool"",""AssociateFileSystem"",""AttachVolume"",""BypassGovernanceRetention"",""CancelArchival"",""CancelRetrieval"",""CreateCachediSCSIVolume"",""CreateNFSFileShare"",""CreateSMBFileShare"",""CreateSnapshot"",""CreateSnapshotFromVolumeRecoveryPoint"",""CreateStorediSCSIVolume"",""CreateTapePool"",""CreateTapeWithBarcode"",""CreateTapes"",""DeleteAutomaticTapeCreationPolicy"",""DeleteBandwidthRateLimit"",""DeleteChapCredentials"",""DeleteFileShare"",""DeleteGateway"",""DeleteSnapshotSchedule"",""DeleteTape"",""DeleteTapeArchive"",""DeleteTapePool"",""DeleteVolume"",""DescribeAvailabilityMonitorTest"",""DescribeBandwidthRateLimit"",""DescribeBandwidthRateLimitSchedule"",""DescribeCache"",""DescribeCachediSCSIVolumes"",""DescribeChapCredentials"",""DescribeFileSystemAssociations"",""DescribeGatewayInformation"",""DescribeMaintenanceStartTime"",""DescribeNFSFileShares"",""DescribeSMBFileShares"",""DescribeSMBSettings"",""DescribeSnapshotSchedule"",""DescribeStorediSCSIVolumes"",""DescribeTapeArchives"",""DescribeTapeRecoveryPoints"",""DescribeTapes"",""DescribeUploadBuffer"",""DescribeVTLDevices"",""DescribeWorkingStorage"",""DetachVolume"",""DisableGateway"",""DisassociateFileSystem"",""JoinDomain"",""ListAutomaticTapeCreationPolicies"",""ListFileShares"",""ListFileSystemAssociations"",""ListGateways"",""ListLocalDisks"",""ListTagsForResource"",""ListTapePools"",""ListTapes"",""ListVolumeInitiators"",""ListVolumeRecoveryPoints"",""ListVolumes"",""NotifyWhenUploaded"",""RefreshCache"",""RemoveTagsFromResource"",""ResetCache"",""RetrieveTapeArchive"",""RetrieveTapeRecoveryPoint"",""SetLocalConsolePassword"",""SetSMBGuestPassword"",""ShutdownGateway"",""StartAvailabilityMonitorTest"",""StartGateway"",""UpdateAutomaticTapeCreationPolicy"",""UpdateBandwidthRateLimit"",""UpdateBandwidthRateLimitSchedule"",""UpdateChapCredentials"",""UpdateFileSystemAssociation"",""UpdateGatewayInformation"",""UpdateGatewaySoftwareNow"",""UpdateMaintenanceStartTime"",""UpdateNFSFileShare"",""UpdateSMBFileShare"",""UpdateSMBFileShareVisibility"",""UpdateSMBLocalGroups"",""UpdateSMBSecurityStrategy"",""UpdateSnapshotSchedule"",""UpdateVTLDeviceType""]","arn:aws:storagegateway:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:aws:storagegateway:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awsstoragegateway.html"
"scn","AWS Supply Chain","[""AssignAdminPermissionsToUser"",""CreateInstance"",""CreateSSOApplication"",""DeleteInstance"",""DeleteSSOApplication"",""DescribeInstance"",""ListAdminUsers"",""ListInstances"",""RemoveAdminPermissionsForUser"",""UpdateInstance""]","arn:aws:scn:${Region}:${Account}:instance/","^arn:aws:scn:.+","[""aws:RequestTag/${TagKey}"",""aws:ResourceTag/${TagKey}"",""aws:TagKeys""]","True","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssupplychain.html"
"support","AWS Support","[""AddAttachmentsToSet"",""AddCommunicationToCase"",""CreateCase"",""DescribeAttachment"",""DescribeCaseAttributes"",""DescribeCases"",""DescribeCommunications"",""DescribeIssueTypes"",""DescribeServices"",""DescribeSeverityLevels"",""DescribeSupportLevel"",""DescribeTrustedAdvisorCheckRefreshStatuses"",""DescribeTrustedAdvisorCheckResult"",""DescribeTrustedAdvisorCheckSummaries"",""DescribeTrustedAdvisorChecks"",""InitiateCallForCase"",""InitiateChatForCase"",""PutCaseAttributes"",""RateCaseCommunication"",""RefreshTrustedAdvisorCheck"",""ResolveCase"",""SearchForCases""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssupport.html"
"supportapp","AWS Support App in Slack","[""CreateSlackChannelConfiguration"",""DeleteAccountAlias"",""DeleteSlackChannelConfiguration"",""DeleteSlackWorkspaceConfiguration"",""DescribeSlackChannels"",""GetAccountAlias"",""GetSlackOauthParameters"",""ListSlackChannelConfigurations"",""ListSlackWorkspaceConfigurations"",""PutAccountAlias"",""RedeemSlackOauthCode"",""RegisterSlackWorkspaceForOrganization"",""UpdateSlackChannelConfiguration""]","","","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssupportappinslack.html"
"supportplans","AWS Support Plans","[""GetSupportPlan"",""GetSupportPlanUpdateStatus"",""StartSupportPlanUpdate""]","^arn:${Partition}:supportplans::${Account}:${ResourceType}/${ResourcePath}","^arn:${Partition}:supportplans::.+:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssupportplans.html"
"sustainability","AWS Sustainability","""GetCarbonFootprintSummary""","arn:${Partition}:sustainability:${Region}:${Account}:${ResourceType}/${ResourceName}","^arn:${Partition}:sustainability:.+:.+:.+","","False","https://docs.aws.amazon.com/IAM/latest/UserGuide/list_awssustainability.html"
